Mart,Mart_Domain,Destination,Destination_Domain,Source,Source_Domain,Cron Schedule,Reload_Time,Median_Load_Time,Bottleneck_Time
cn_installmodelgroup,cn,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
cn_installmodelgroup,cn,cn_installmodelgroup,cn,int_installmodelgroup,intermediate,,,5.05,
cn_installmodelgroup,cn,cn_installmodelgroup,cn,int_zsd_busunt,intermediate,,,3.72,
cn_iso15189,cn,cn_iso15189,cn,int_iso15189,intermediate,,,5.355,
cn_iso15189,cn,int_iso15189,intermediate,sp_iso15189,staging,['0 1 * * *'],3600.0,9.129999999999999,3609.0
cn_ivdsales,cn,cn_ivdsales,cn,int_zsd_ss14dt,intermediate,,,4.640000000000001,
cn_ivdsales,cn,cn_ivdsales,cn,int_materialmaster,intermediate,,,4.805,
cn_ivdsales,cn,cn_ivdsales,cn,cn_eumapping,cn,,,4.12,
cn_ivdsales,cn,cn_eumapping,cn,int_eumapping,intermediate,,,4.22,
cn_ivdsales,cn,int_eumapping,intermediate,sp_eumapping,staging,"['30 1 * * *', '0 8 * * *']",5400.0,8.745,5409.0
cn_ivdsales,cn,cn_eumapping,cn,cn_kna1,cn,,,4.56,
cn_ivdsales,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_ivdsales,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_ivdsales,cn,cn_ivdsales,cn,cn_tcurr_actual,cn,,,3.81,
cn_ivdsales,cn,cn_tcurr_actual,cn,int_tcurf,intermediate,,,4.37,
cn_ivdsales,cn,int_tcurf,intermediate,sap_tcurf,staging,['20 04 * * *'],15600.0,7.835000000000001,15608.0
cn_ivdsales,cn,cn_tcurr_actual,cn,int_tcurr,intermediate,,,5.61,
cn_ivdsales,cn,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
cn_ivdsales,cn,cn_ivdsales,cn,cn_blinemapping,cn,,,3.03,
cn_ivdsales,cn,cn_blinemapping,cn,int_blinemapping,intermediate,,,4.48,
cn_ivdsales,cn,int_blinemapping,intermediate,sp_blinemapping,staging,['0 8 * * *'],28800.0,8.34,28808.0
cn_ivdsales,cn,cn_ivdsales,cn,int_zsd_sald,intermediate,,,1027.73,
cn_ivdsales,cn,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
cn_ivdsales,cn,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
cn_ivdsales,cn,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
cn_ivdsales,cn,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
cn_ivdsales,cn,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
cn_ivdsales,cn,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
cn_ivdsales,cn,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
cn_ivdsales,cn,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
cn_ivdsales,cn,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
cn_ivdsales,cn,cn_ivdsales,cn,cn_kna1,cn,,,4.56,
cn_ivdsales,cn,cn_ivdsales,cn,int_sales_historical,intermediate,,,16.01,
cn_ivdsales_customergroup,cn,cn_ivdsales_customergroup,cn,cn_cn_insmatch,cn,,,3.99,
cn_ivdsales_customergroup,cn,cn_cn_insmatch,cn,int_cn_insmatch,intermediate,,,4.925,
cn_ivdsales_customergroup,cn,cn_ivdsales_customergroup,cn,cn_ivdsales,cn,,,18.43,
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,int_zsd_ss14dt,intermediate,,,4.640000000000001,
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,int_materialmaster,intermediate,,,4.805,
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,cn_eumapping,cn,,,4.12,
cn_ivdsales_customergroup,cn,cn_eumapping,cn,int_eumapping,intermediate,,,4.22,
cn_ivdsales_customergroup,cn,int_eumapping,intermediate,sp_eumapping,staging,"['30 1 * * *', '0 8 * * *']",5400.0,8.745,5409.0
cn_ivdsales_customergroup,cn,cn_eumapping,cn,cn_kna1,cn,,,4.56,
cn_ivdsales_customergroup,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_ivdsales_customergroup,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,cn_tcurr_actual,cn,,,3.81,
cn_ivdsales_customergroup,cn,cn_tcurr_actual,cn,int_tcurf,intermediate,,,4.37,
cn_ivdsales_customergroup,cn,int_tcurf,intermediate,sap_tcurf,staging,['20 04 * * *'],15600.0,7.835000000000001,15608.0
cn_ivdsales_customergroup,cn,cn_tcurr_actual,cn,int_tcurr,intermediate,,,5.61,
cn_ivdsales_customergroup,cn,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,cn_blinemapping,cn,,,3.03,
cn_ivdsales_customergroup,cn,cn_blinemapping,cn,int_blinemapping,intermediate,,,4.48,
cn_ivdsales_customergroup,cn,int_blinemapping,intermediate,sp_blinemapping,staging,['0 8 * * *'],28800.0,8.34,28808.0
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,int_zsd_sald,intermediate,,,1027.73,
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
cn_ivdsales_customergroup,cn,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
cn_ivdsales_customergroup,cn,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
cn_ivdsales_customergroup,cn,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,cn_kna1,cn,,,4.56,
cn_ivdsales_customergroup,cn,cn_ivdsales,cn,int_sales_historical,intermediate,,,16.01,
cn_ivdsales_customergroup,cn,cn_ivdsales_customergroup,cn,int_paidnotshippedpe,intermediate,,,5.24,
cn_ivdsales_customergroup,cn,int_paidnotshippedpe,intermediate,sp_paidnotshippedpe,staging,['0 8 * * *'],28800.0,8.61,28809.0
cn_ivdsales_customergroup,cn,cn_ivdsales_customergroup,cn,cn_eumapping,cn,,,4.12,
cn_kna1,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_kna1,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_knvp,cn,cn_knvp,cn,int_knvp,intermediate,,,10.075,
cn_knvp,cn,int_knvp,intermediate,sap_knvp,staging,['00 03 * * *'],10800.0,621.33,11421.0
cn_leadscomments,cn,cn_leadscomments,cn,int_leadscomments,intermediate,,,5.03,
cn_leadscomments,cn,int_leadscomments,intermediate,sp_leadscomments,staging,['0 1 * * *'],3600.0,9.15,3609.0
cn_likp,cn,cn_likp,cn,int_likp,intermediate,,,76.78,
cn_likp,cn,int_likp,intermediate,sap_likp,staging,['0 2 * * *'],7200.0,1139.65,8340.0
cn_makt,cn,cn_makt,cn,int_makt,intermediate,,,26.89,
cn_makt,cn,int_makt,intermediate,sap_makt,staging,['00 05 * * *'],18000.0,43.32,18043.0
cn_mapmapping,cn,cn_mapmapping,cn,int_mapmapping,intermediate,,,4.59,
cn_materialmaster,cn,cn_materialmaster,cn,int_materialmaster,intermediate,,,4.805,
cn_mvke,cn,cn_mvke,cn,int_mvke,intermediate,,,21.130000000000003,
cn_mvke,cn,int_mvke,intermediate,sap_mvke,staging,['00 05 * * *'],18000.0,506.06500000000005,18506.0
cn_opportunity,cn,cn_opportunity,cn,cn_leadscomments,cn,,,3.92,
cn_opportunity,cn,cn_leadscomments,cn,int_leadscomments,intermediate,,,5.03,
cn_opportunity,cn,int_leadscomments,intermediate,sp_leadscomments,staging,['0 1 * * *'],3600.0,9.15,3609.0
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_projectt,intermediate,,,4.470000000000001,
cn_opportunity,cn,int_zsd0_projectt,intermediate,sap_zsd0_projectt,staging,['0 1 * * *'],3600.0,9.5,3610.0
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_solutionst,intermediate,,,4.285,
cn_opportunity,cn,int_zsd0_solutionst,intermediate,sap_zsd0_solutionst,staging,['0 1 * * *'],3600.0,9.454999999999998,3609.0
cn_opportunity,cn,cn_opportunity,cn,cn_zsd0_lead,cn,,,4.995,
cn_opportunity,cn,cn_zsd0_lead,cn,int_zsd0_lead,intermediate,,,5.54,
cn_opportunity,cn,int_zsd0_lead,intermediate,sap_zsd0_lead,staging,['0 1 * * *'],3600.0,13.16,3613.0
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_plctypet,intermediate,,,4.45,
cn_opportunity,cn,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
cn_opportunity,cn,cn_opportunity,cn,cn_zfv_100t,cn,,,3.96,
cn_opportunity,cn,cn_zfv_100t,cn,int_zfv_100t,intermediate,,,4.51,
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_vp_header,intermediate,,,4.35,
cn_opportunity,cn,int_zsd0_vp_header,intermediate,sap_zsd0_vp_header,staging,['0 1 * * *'],3600.0,12.459999999999999,3612.0
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_vp_position,intermediate,,,9.79,
cn_opportunity,cn,int_zsd0_vp_position,intermediate,launchpad_cds_zsd0_vp_position_2,staging,['05 1 * * *'],3900.0,147.73,4048.0
cn_opportunity,cn,int_zsd0_vp_position,intermediate,launchpad_cds_zsd0_vp_position_1,staging,['0 1 * * *'],3600.0,135.84,3736.0
cn_opportunity,cn,int_zsd0_vp_position,intermediate,launchpad_cds_zsd0_vp_position_4,staging,['20 1 * * *'],4800.0,106.96,4907.0
cn_opportunity,cn,int_zsd0_vp_position,intermediate,launchpad_cds_zsd0_vp_position_3,staging,['15 1 * * *'],4500.0,123.67,4624.0
cn_opportunity,cn,cn_opportunity,cn,cn_cnhr,cn,,,4.44,
cn_opportunity,cn,cn_cnhr,cn,int_salesrep_area_combine,intermediate,,,6.95,
cn_opportunity,cn,int_salesrep_area_combine,intermediate,sp_salesrep_area_combine,staging,['0 1 * * *'],3600.0,8.72,3609.0
cn_opportunity,cn,cn_cnhr,cn,int_vacantuser,intermediate,,,3.835,
cn_opportunity,cn,int_vacantuser,intermediate,sp_vacantuser,staging,['0 1 * * *'],3600.0,8.754999999999999,3609.0
cn_opportunity,cn,cn_cnhr,cn,int_cnhr,intermediate,,,5.46,
cn_opportunity,cn,int_cnhr,intermediate,sp_cnhr,staging,['0 1 * * *'],3600.0,8.805,3609.0
cn_opportunity,cn,cn_opportunity,cn,cn_zsd0_leads_parh,cn,,,4.13,
cn_opportunity,cn,cn_zsd0_leads_parh,cn,int_zsd0_leads_parh,intermediate,,,4.635,
cn_opportunity,cn,int_zsd0_leads_parh,intermediate,sap_zsd0_leads_parh,staging,['0 1 * * *'],3600.0,8.815,3609.0
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_funnelt,intermediate,,,4.365,
cn_opportunity,cn,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
cn_opportunity,cn,cn_opportunity,cn,int_zsd0_ldtypet,intermediate,,,4.72,
cn_opportunity,cn,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
cn_opportunitydt,cn,cn_opportunitydt,cn,int_zsd0_lead_ci,intermediate,,,4.99,
cn_opportunitydt,cn,int_zsd0_lead_ci,intermediate,sap_zsd0_lead_ci,staging,['0 1 * * *'],3600.0,12.395,3612.0
cn_opportunitydt,cn,cn_opportunitydt,cn,cn_zsd0_lead,cn,,,4.995,
cn_opportunitydt,cn,cn_zsd0_lead,cn,int_zsd0_lead,intermediate,,,5.54,
cn_opportunitydt,cn,int_zsd0_lead,intermediate,sap_zsd0_lead,staging,['0 1 * * *'],3600.0,13.16,3613.0
cn_opportunitydt,cn,cn_opportunitydt,cn,int_zsd0_lead_ofm,intermediate,,,5.4,
cn_opportunitydt,cn,int_zsd0_lead_ofm,intermediate,sap_zsd0_lead_ofm,staging,['0 1 * * *'],3600.0,14.145,3614.0
cn_opportunitydt,cn,cn_opportunitydt,cn,int_zsd0_lead_ofc,intermediate,,,5.289999999999999,
cn_opportunitydt,cn,int_zsd0_lead_ofc,intermediate,sap_zsd0_lead_ofc,staging,['0 1 * * *'],3600.0,13.319999999999999,3613.0
cn_paidnotshippedpe,cn,cn_paidnotshippedpe,cn,int_paidnotshippedpe,intermediate,,,5.24,
cn_paidnotshippedpe,cn,int_paidnotshippedpe,intermediate,sp_paidnotshippedpe,staging,['0 8 * * *'],28800.0,8.61,28809.0
cn_paidnotshippedpe,cn,cn_paidnotshippedpe,cn,cn_eumapping,cn,,,4.12,
cn_paidnotshippedpe,cn,cn_eumapping,cn,int_eumapping,intermediate,,,4.22,
cn_paidnotshippedpe,cn,int_eumapping,intermediate,sp_eumapping,staging,"['30 1 * * *', '0 8 * * *']",5400.0,8.745,5409.0
cn_paidnotshippedpe,cn,cn_eumapping,cn,cn_kna1,cn,,,4.56,
cn_paidnotshippedpe,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_paidnotshippedpe,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_sales_1674,cn,cn_sales_1674,cn,int_materialmaster,intermediate,,,4.805,
cn_sales_1674,cn,cn_sales_1674,cn,cn_eumapping,cn,,,4.12,
cn_sales_1674,cn,cn_eumapping,cn,int_eumapping,intermediate,,,4.22,
cn_sales_1674,cn,int_eumapping,intermediate,sp_eumapping,staging,"['30 1 * * *', '0 8 * * *']",5400.0,8.745,5409.0
cn_sales_1674,cn,cn_eumapping,cn,cn_kna1,cn,,,4.56,
cn_sales_1674,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_sales_1674,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_sales_1674,cn,cn_sales_1674,cn,cn_blinemapping,cn,,,3.03,
cn_sales_1674,cn,cn_blinemapping,cn,int_blinemapping,intermediate,,,4.48,
cn_sales_1674,cn,int_blinemapping,intermediate,sp_blinemapping,staging,['0 8 * * *'],28800.0,8.34,28808.0
cn_sales_1674,cn,cn_sales_1674,cn,int_zsd_sald,intermediate,,,1027.73,
cn_sales_1674,cn,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
cn_sales_1674,cn,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
cn_sales_1674,cn,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
cn_sales_1674,cn,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
cn_sales_1674,cn,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
cn_sales_1674,cn,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
cn_sales_1674,cn,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
cn_sales_1674,cn,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
cn_sales_1674,cn,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
cn_sales_1674,cn,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
cn_sales_1674,cn,cn_sales_1674,cn,cn_kna1,cn,,,4.56,
cn_salesrep_area_combine,cn,cn_salesrep_area_combine,cn,int_salesrep_area_combine,intermediate,,,6.95,
cn_salesrep_area_combine,cn,int_salesrep_area_combine,intermediate,sp_salesrep_area_combine,staging,['0 1 * * *'],3600.0,8.72,3609.0
cn_salesrep_hosp_match,cn,cn_salesrep_hosp_match,cn,int_salesrep_hosp_match,intermediate,,,5.35,
cn_salesrep_hosp_match,cn,int_salesrep_hosp_match,intermediate,sp_salesrep_hosp_match,staging,['0 1 * * *'],3600.0,11.209999999999999,3611.0
cn_sammapping,cn,cn_sammapping,cn,int_sammapping,intermediate,,,4.99,
cn_sammapping,cn,int_sammapping,intermediate,sp_sammapping,staging,['0 8 * * *'],28800.0,9.015,28809.0
cn_security_case,cn,cn_security_case,cn,int_security_case,intermediate,,,4.74,
cn_security_case,cn,int_security_case,intermediate,sp_security_case,staging,['0 3 * * *'],10800.0,8.85,10809.0
cn_security_installcheck,cn,cn_security_installcheck,cn,int_security_installcheck,intermediate,,,4.48,
cn_securitydrminfo,cn,cn_securitydrminfo,cn,int_securitydrminfo,intermediate,,,4.494999999999999,
cn_securitydrminfo,cn,int_securitydrminfo,intermediate,sp_securitydrminfo,staging,['0 8 * * *'],28800.0,9.03,28809.0
cn_stock_167,cn,cn_stock_167,cn,int_materialmaster,intermediate,,,4.805,
cn_stock_167,cn,cn_stock_167,cn,cn_eumapping,cn,,,4.12,
cn_stock_167,cn,cn_eumapping,cn,int_eumapping,intermediate,,,4.22,
cn_stock_167,cn,int_eumapping,intermediate,sp_eumapping,staging,"['30 1 * * *', '0 8 * * *']",5400.0,8.745,5409.0
cn_stock_167,cn,cn_eumapping,cn,cn_kna1,cn,,,4.56,
cn_stock_167,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_stock_167,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_stock_167,cn,cn_stock_167,cn,cn_blinemapping,cn,,,3.03,
cn_stock_167,cn,cn_blinemapping,cn,int_blinemapping,intermediate,,,4.48,
cn_stock_167,cn,int_blinemapping,intermediate,sp_blinemapping,staging,['0 8 * * *'],28800.0,8.34,28808.0
cn_stock_167,cn,cn_stock_167,cn,cn_cn_insmatch,cn,,,3.99,
cn_stock_167,cn,cn_cn_insmatch,cn,int_cn_insmatch,intermediate,,,4.925,
cn_stock_167,cn,cn_stock_167,cn,cn_kna1,cn,,,4.56,
cn_stock_167,cn,cn_stock_167,cn,cn_knvp,cn,,,3.75,
cn_stock_167,cn,cn_knvp,cn,int_knvp,intermediate,,,10.075,
cn_stock_167,cn,int_knvp,intermediate,sap_knvp,staging,['00 03 * * *'],10800.0,621.33,11421.0
cn_stock_167,cn,cn_stock_167,cn,int_zmm_stkd,intermediate,,,337.9,
cn_stock_167,cn,int_zmm_stkd,intermediate,int_tcurr,intermediate,,,5.61,
cn_stock_167,cn,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
cn_stock_167,cn,int_zmm_stkd,intermediate,int_tcurx,intermediate,,,4.3,
cn_stock_167,cn,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
cn_stock_167,cn,int_zmm_stkd,intermediate,sap_zmm_stkd24,staging,['30 1 * * *'],5400.0,400.125,5800.0
cn_t005h,cn,cn_t005h,cn,int_t005h,intermediate,,,4.359999999999999,
cn_t005h,cn,int_t005h,intermediate,sap_t005h,staging,['30 1 * * *'],5400.0,9.41,5409.0
cn_t005u,cn,cn_t005u,cn,int_t005u,intermediate,,,4.96,
cn_tcurr_actual,cn,cn_tcurr_actual,cn,int_tcurf,intermediate,,,4.37,
cn_tcurr_actual,cn,int_tcurf,intermediate,sap_tcurf,staging,['20 04 * * *'],15600.0,7.835000000000001,15608.0
cn_tcurr_actual,cn,cn_tcurr_actual,cn,int_tcurr,intermediate,,,5.61,
cn_tcurr_actual,cn,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
cn_tvkot,cn,cn_tvkot,cn,int_tvkot,intermediate,,,4.135,
cn_vacantuser,cn,cn_vacantuser,cn,int_vacantuser,intermediate,,,3.835,
cn_vacantuser,cn,int_vacantuser,intermediate,sp_vacantuser,staging,['0 1 * * *'],3600.0,8.754999999999999,3609.0
cn_vbak,cn,cn_vbak,cn,int_vbak,intermediate,,,41.32,
cn_vbak,cn,int_vbak,intermediate,sap_vbak,staging,['0 2 * * *'],7200.0,659.415,7859.0
cn_vbap,cn,cn_vbap,cn,int_vbap,intermediate,,,56.54,
cn_vbap,cn,int_vbap,intermediate,sap_vbap,staging,['15 22 * * *'],80100.0,1414.79,81515.0
cn_vbrk,cn,cn_vbrk,cn,int_vbrk,intermediate,,,44.64,
cn_vbrk,cn,int_vbrk,intermediate,sap_vbrk,staging,['05 23 * * *'],83100.0,357.84000000000003,83458.0
cn_vbrp,cn,cn_vbrp,cn,int_vbrp,intermediate,,,18.15,
cn_vbrp,cn,int_vbrp,intermediate,sap_vbrp,staging,"['30 1 * * *', '0 3 * * *']",5400.0,83.595,5484.0
cn_viqmel,cn,cn_viqmel,cn,int_viqmel,intermediate,,,21.14,
cn_viqmel,cn,int_viqmel,intermediate,sap_viqmel,staging,['0 1 * * *'],3600.0,33.85,3634.0
cn_viqmfe,cn,cn_viqmfe,cn,int_viqmfe,intermediate,,,24.44,
cn_viqmfe,cn,int_viqmfe,intermediate,sap_viqmfe,staging,['0 1 * * *'],3600.0,83.41,3683.0
cn_zfv_100t,cn,cn_zfv_100t,cn,int_zfv_100t,intermediate,,,4.51,
cn_zfv_201t,cn,cn_zfv_201t,cn,int_zfv_201t,intermediate,,,4.52,
cn_zfv_201t,cn,int_zfv_201t,intermediate,sap_zfv_201t,staging,['0 1 * * *'],3600.0,9.67,3610.0
cn_zsd0_call_subty,cn,cn_zsd0_call_subty,cn,int_zsd0_call_subty,intermediate,,,4.73,
cn_zsd0_call_subty,cn,int_zsd0_call_subty,intermediate,sap_zsd0_call_subty,staging,['0 1 * * *'],3600.0,9.879999999999999,3610.0
cn_zsd0_call_subtyt,cn,cn_zsd0_call_subtyt,cn,int_zsd0_call_subtyt,intermediate,,,4.66,
cn_zsd0_call_subtyt,cn,int_zsd0_call_subtyt,intermediate,sap_zsd0_call_subtyt,staging,['0 1 * * *'],3600.0,9.585,3610.0
cn_zsd0_calls,cn,cn_zsd0_calls,cn,int_zsd0_calls,intermediate,,,10.45,
cn_zsd0_calls,cn,int_zsd0_calls,intermediate,sap_zsd0_calls,staging,"['00 01,06,22 * * *']",3600.0,91.57000000000001,3692.0
cn_zsd0_drm_buofint,cn,cn_zsd0_drm_buofint,cn,int_zsd0_drm_buofint,intermediate,,,5.64,
cn_zsd0_drm_buofint,cn,int_zsd0_drm_buofint,intermediate,sap_zsd0_drm_buofint,staging,['30 1 * * *'],5400.0,9.754999999999999,5410.0
cn_zsd0_drm_ccommit,cn,cn_zsd0_drm_ccommit,cn,int_zsd0_drm_ccommit,intermediate,,,4.61,
cn_zsd0_drm_ccommit,cn,int_zsd0_drm_ccommit,intermediate,sap_zsd0_drm_ccommit,staging,['30 1 * * *'],5400.0,9.64,5410.0
cn_zsd0_drm_contra,cn,cn_zsd0_drm_contra,cn,int_zsd0_drm_contra,intermediate,,,4.16,
cn_zsd0_drm_contra,cn,int_zsd0_drm_contra,intermediate,sap_zsd0_drm_contra,staging,['30 1 * * *'],5400.0,10.25,5410.0
cn_zsd0_drm_detail,cn,cn_zsd0_drm_detail,cn,int_zsd0_drm_detail,intermediate,,,4.949999999999999,
cn_zsd0_drm_detail,cn,int_zsd0_drm_detail,intermediate,sap_zsd0_drm_detail,staging,['30 1 * * *'],5400.0,9.99,5410.0
cn_zsd0_drm_hospter,cn,cn_zsd0_drm_hospter,cn,int_zsd0_drm_hospter,intermediate,,,4.82,
cn_zsd0_drm_hospter,cn,int_zsd0_drm_hospter,intermediate,sap_zsd0_drm_hospter,staging,['30 1 * * *'],5400.0,9.385,5409.0
cn_zsd0_drm_territo,cn,cn_zsd0_drm_territo,cn,int_zsd0_drm_territo,intermediate,,,5.18,
cn_zsd0_drm_territo,cn,int_zsd0_drm_territo,intermediate,launchpad_cds_zsd0_drm_territo,staging,['30 1 * * *'],5400.0,9.235,5409.0
cn_zsd0_lead,cn,cn_zsd0_lead,cn,int_zsd0_lead,intermediate,,,5.54,
cn_zsd0_lead,cn,int_zsd0_lead,intermediate,sap_zsd0_lead,staging,['0 1 * * *'],3600.0,13.16,3613.0
cn_zsd0_leads_parh,cn,cn_zsd0_leads_parh,cn,int_zsd0_leads_parh,intermediate,,,4.635,
cn_zsd0_leads_parh,cn,int_zsd0_leads_parh,intermediate,sap_zsd0_leads_parh,staging,['0 1 * * *'],3600.0,8.815,3609.0
cn_zsd0_plctypet,cn,cn_zsd0_plctypet,cn,int_zsd0_plctypet,intermediate,,,4.45,
cn_zsd0_plctypet,cn,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
cn_zsd0_projectt,cn,cn_zsd0_projectt,cn,int_zsd0_projectt,intermediate,,,4.470000000000001,
cn_zsd0_projectt,cn,int_zsd0_projectt,intermediate,sap_zsd0_projectt,staging,['0 1 * * *'],3600.0,9.5,3610.0
cn_zsd_buslit,cn,cn_zsd_buslit,cn,int_zsd_buslit,intermediate,,,4.0,
cn_zsd_ford,cn,cn_zsd_ford,cn,int_materialmaster,intermediate,,,4.805,
cn_zsd_ford,cn,cn_zsd_ford,cn,cn_blinemapping,cn,,,3.03,
cn_zsd_ford,cn,cn_blinemapping,cn,int_blinemapping,intermediate,,,4.48,
cn_zsd_ford,cn,int_blinemapping,intermediate,sp_blinemapping,staging,['0 8 * * *'],28800.0,8.34,28808.0
cn_zsd_ford,cn,cn_zsd_ford,cn,cn_eumapping,cn,,,4.12,
cn_zsd_ford,cn,cn_eumapping,cn,int_eumapping,intermediate,,,4.22,
cn_zsd_ford,cn,int_eumapping,intermediate,sp_eumapping,staging,"['30 1 * * *', '0 8 * * *']",5400.0,8.745,5409.0
cn_zsd_ford,cn,cn_eumapping,cn,cn_kna1,cn,,,4.56,
cn_zsd_ford,cn,cn_kna1,cn,int_kna1,intermediate,,,12.41,
cn_zsd_ford,cn,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
cn_zsd_ford,cn,cn_zsd_ford,cn,cn_kna1,cn,,,4.56,
cn_zsd_ford,cn,cn_zsd_ford,cn,int_zsd_ford,intermediate,,,5.08,
